code,model,plot,zone,batch,block,contractor,unitType,typology,actual,planned,variance,band,label,color
DT1-1710,DT1,1710,1B,10,52,SARH,Duplex Villa,DT1,14.8,16.8,-2,lt35,<M35,#93C5FD
DT3-1818,DT3,1818,1B,6,34,SARH,Duplex Villa,DT3,13.8,24.5,-10.7,lt35,<M35,#93C5FD
DT3-1569,DT3,1569,1B,11,55,SARH,Duplex Villa,DT3,15.1,20.6,-5.5,lt35,<M35,#93C5FD
DT3-1755,DT3,1755,1B,6,29,SARH,Duplex Villa,DT3,15.2,48.9,-33.7,lt35,<M35,#93C5FD
DT3-1637,DT3,1637,1B,12,64,SARH,Duplex Villa,DT3,13.5,2.8,10.7,lt35,<M35,#93C5FD
DT3-1884,DT3,1884,1B,7,39,SARH,Duplex Villa,DT3,15,22,-7,lt35,<M35,#93C5FD
DT3-1842,DT3,1842,1B,6,32,SARH,Duplex Villa,DT3,48.6,29,19.6,ms35,M35,#3B82F6
DT3-1778,DT3,1778,1B,8,41,SARH,Duplex Villa,DT3,13.7,13.5,0.2,lt35,<M35,#93C5FD
DT3-1763,DT3,1763,1B,7,40,SARH,Duplex Villa,DT3,14.5,15.3,-0.8,lt35,<M35,#93C5FD
DT3-1649,DT3,1649,1B,12,61,SARH,Duplex Villa,DT3,14.1,5.5,8.6,lt35,<M35,#93C5FD
DT3-1964,DT3,1964,1B,9,46,SARH,Duplex Villa,DT3,12.6,11.7,0.9,lt35,<M35,#93C5FD
DT3-1924,DT3,1924,1B,7,37,SARH,Duplex Villa,DT3,15.8,35.4,-19.6,lt35,<M35,#93C5FD
DT3-1615,DT3,1615,1B,12,67,SARH,Duplex Villa,DT3,11.7,9.8,1.9,lt35,<M35,#93C5FD
DT3-1740,DT3,1740,1B,10,52,SARH,Duplex Villa,DT3,15,16.9,-1.9,lt35,<M35,#93C5FD
DT3-1934,DT3,1934,1B,9,45,SARH,Duplex Villa,DT3,13.1,12.5,0.6,lt35,<M35,#93C5FD
DT3-1568,DT3,1568,1B,11,55,SARH,Duplex Villa,DT3,15.2,20.6,-5.4,lt35,<M35,#93C5FD
TH3-1946,TH3,1946,1B,9,44,SARH,Townhouse,TH3,24.4,21.6,2.8,lt35,<M35,#93C5FD
DT3-1806,DT3,1806,1B,7,36,SARH,Duplex Villa,DT3,14.8,17.8,-3,lt35,<M35,#93C5FD
DT3-1642,DT3,1642,1B,12,64,SARH,Duplex Villa,DT3,13.5,2.8,10.7,lt35,<M35,#93C5FD
DT3-1728,DT3,1728,1B,11,59,SARH,Duplex Villa,DT3,13.4,3.6,9.8,lt35,<M35,#93C5FD
DT3-1775,DT3,1775,1B,8,41,SARH,Duplex Villa,DT3,13.7,13.5,0.2,lt35,<M35,#93C5FD
DT3-1754,DT3,1754,1B,6,29,SARH,Duplex Villa,DT3,15.2,48.9,-33.7,lt35,<M35,#93C5FD
DT3-1596,DT3,1596,1B,12,65,SARH,Duplex Villa,DT3,13.5,4.1,9.4,lt35,<M35,#93C5FD
DT3-1735,DT3,1735,1B,11,56,SARH,Duplex Villa,DT3,15.3,20.8,-5.5,lt35,<M35,#93C5FD
DT3-1843,DT3,1843,1B,6,32,SARH,Duplex Villa,DT3,48.6,29,19.6,ms35,M35,#3B82F6
DT3-1687,DT3,1687,1B,10,51,SARH,Duplex Villa,DT3,15.2,15.2,0,lt35,<M35,#93C5FD
DT3-1807,DT3,1807,1B,7,36,SARH,Duplex Villa,DT3,14.8,17.8,-3,lt35,<M35,#93C5FD
DT3-1614,DT3,1614,1B,12,67,SARH,Duplex Villa,DT3,11.7,9.8,1.9,lt35,<M35,#93C5FD
DT3-1698,DT3,1698,1B,10,49,SARH,Duplex Villa,DT3,15.9,29.6,-13.7,lt35,<M35,#93C5FD
TH3-1957,TH3,1957,1B,8,43,SARH,Townhouse,TH3,21.9,14.9,7,lt35,<M35,#93C5FD
DT3-1758,DT3,1758,1B,6,29,SARH,Duplex Villa,DT3,15.2,48.9,-33.7,lt35,<M35,#93C5FD
DT3-1684,DT3,1684,1B,10,51,SARH,Duplex Villa,DT3,15.2,15.2,0,lt35,<M35,#93C5FD
DT3-1834,DT3,1834,1B,6,33,SARH,Duplex Villa,DT3,13.9,17.1,-3.2,lt35,<M35,#93C5FD
DT3-1629,DT3,1629,1B,12,64,SARH,Duplex Villa,DT3,13.5,2.8,10.7,lt35,<M35,#93C5FD
DT3-1670,DT3,1670,1B,12,62,SARH,Duplex Villa,DT3,13.8,3.3,10.5,lt35,<M35,#93C5FD
DT3-1655,DT3,1655,1B,12,62,SARH,Duplex Villa,DT3,13.8,3.3,10.5,lt35,<M35,#93C5FD
DT3-1665,DT3,1665,1B,12,62,SARH,Duplex Villa,DT3,13.8,3.3,10.5,lt35,<M35,#93C5FD
DT3-1664,DT3,1664,1B,12,62,SARH,Duplex Villa,DT3,13.8,3.3,10.5,lt35,<M35,#93C5FD
DT3-1697,DT3,1697,1B,10,49,SARH,Duplex Villa,DT3,15.9,29.6,-13.7,lt35,<M35,#93C5FD
TH3-1953,TH3,1953,1B,8,43,SARH,Townhouse,TH3,23.7,14.9,8.8,lt35,<M35,#93C5FD
DT3-1893,DT3,1893,1B,6,31,SARH,Duplex Villa,DT3,53.7,39.6,14.1,ms50,M50,#FACC15
DT3-1623,DT3,1623,1B,12,64,SARH,Duplex Villa,DT3,13.5,2.8,10.7,lt35,<M35,#93C5FD
DT3-1605,DT3,1605,1B,12,68,SARH,Duplex Villa,DT3,13.7,3.6,10.1,lt35,<M35,#93C5FD
DT3-1877,DT3,1877,1B,6,31,SARH,Duplex Villa,DT3,14.1,39.7,-25.6,lt35,<M35,#93C5FD
DT3-1777,DT3,1777,1B,8,41,SARH,Duplex Villa,DT3,13.7,13.5,0.2,lt35,<M35,#93C5FD
DT3-1784,DT3,1784,1B,8,42,SARH,Duplex Villa,DT3,12.5,13.7,-1.2,lt35,<M35,#93C5FD
DT3-1965,DT3,1965,1B,9,46,SARH,Duplex Villa,DT3,12.6,11.7,0.9,lt35,<M35,#93C5FD
DT3-1595,DT3,1595,1B,12,65,SARH,Duplex Villa,DT3,13.5,4.1,9.4,lt35,<M35,#93C5FD
DT3-1676,DT3,1676,1B,11,60,SARH,Duplex Villa,DT3,14.4,5,9.4,lt35,<M35,#93C5FD
DT3-1883,DT3,1883,1B,7,39,SARH,Duplex Villa,DT3,15,22,-7,lt35,<M35,#93C5FD
DT3-1826,DT3,1826,1B,6,34,SARH,Duplex Villa,DT3,13.8,24.5,-10.7,lt35,<M35,#93C5FD
DT3-1556,DT3,1556,1B,10,54,SARH,Duplex Villa,DT3,15.1,17.1,-2,lt35,<M35,#93C5FD
DT3-1753,DT3,1753,1B,6,29,SARH,Duplex Villa,DT3,15.2,48.9,-33.7,lt35,<M35,#93C5FD
DT3-1864,DT3,1864,1B,6,32,SARH,Duplex Villa,DT3,14,29,-15,lt35,<M35,#93C5FD
DT3-1793,DT3,1793,1B,9,47,SARH,Duplex Villa,DT3,14.2,14.9,-0.7,lt35,<M35,#93C5FD
DT3-1871,DT3,1871,1B,6,30,SARH,Duplex Villa,DT3,15.1,28.8,-13.7,lt35,<M35,#93C5FD
DT3-1923,DT3,1923,1B,7,37,SARH,Duplex Villa,DT3,15.9,35.4,-19.5,lt35,<M35,#93C5FD
TH3-1942,TH3,1942,1B,9,44,SARH,Townhouse,TH3,26.7,21.6,5.1,lt35,<M35,#93C5FD
DT3-1648,DT3,1648,1B,12,61,SARH,Duplex Villa,DT3,14.3,5.5,8.8,lt35,<M35,#93C5FD
DT3-1913,DT3,1913,1B,7,37,SARH,Duplex Villa,DT3,53.6,35.4,18.2,ms50,M50,#FACC15
DT3-1865,DT3,1865,1B,6,32,SARH,Duplex Villa,DT3,14,29,-15,lt35,<M35,#93C5FD
DT3-1787,DT3,1787,1B,8,42,SARH,Duplex Villa,DT3,13.6,13.7,-0.1,lt35,<M35,#93C5FD
DT3-1717,DT3,1717,1B,11,56,SARH,Duplex Villa,DT3,15.3,20.8,-5.5,lt35,<M35,#93C5FD
DT3-1743,DT3,1743,1B,10,52,SARH,Duplex Villa,DT3,15,16.9,-1.9,lt35,<M35,#93C5FD
DT3-1835,DT3,1835,1B,6,33,SARH,Duplex Villa,DT3,13.9,17.1,-3.2,lt35,<M35,#93C5FD
DT3-1576,DT3,1576,1B,11,58,SARH,Duplex Villa,DT3,15.2,7.5,7.7,lt35,<M35,#93C5FD
DT3-1557,DT3,1557,1B,10,54,SARH,Duplex Villa,DT3,15.1,17.1,-2,lt35,<M35,#93C5FD
DT3-1744,DT3,1744,1B,10,52,SARH,Duplex Villa,DT3,15,16.9,-1.9,lt35,<M35,#93C5FD
DT3-1764,DT3,1764,1B,7,40,SARH,Duplex Villa,DT3,14.5,15.3,-0.8,lt35,<M35,#93C5FD
DT3-1825,DT3,1825,1B,6,34,SARH,Duplex Villa,DT3,13.8,24.5,-10.7,lt35,<M35,#93C5FD
DT3-1734,DT3,1734,1B,11,56,SARH,Duplex Villa,DT3,15.3,20.8,-5.5,lt35,<M35,#93C5FD
DT3-1607,DT3,1607,1B,12,68,SARH,Duplex Villa,DT3,13.7,3.6,10.1,lt35,<M35,#93C5FD
DT3-1741,DT3,1741,1B,10,52,SARH,Duplex Villa,DT3,15,16.9,-1.9,lt35,<M35,#93C5FD
DT3-1654,DT3,1654,1B,12,62,SARH,Duplex Villa,DT3,13.8,3.3,10.5,lt35,<M35,#93C5FD
DT3-1892,DT3,1892,1B,6,31,SARH,Duplex Villa,DT3,53.7,39.7,14,ms50,M50,#FACC15
DT3-1799,DT3,1799,1B,9,48,SARH,Duplex Villa,DT3,12.6,12.1,0.5,lt35,<M35,#93C5FD
DT3-1683,DT3,1683,1B,10,51,SARH,Duplex Villa,DT3,15.2,15.2,0,lt35,<M35,#93C5FD
DT3-1671,DT3,1671,1B,12,62,SARH,Duplex Villa,DT3,13.8,3.3,10.5,lt35,<M35,#93C5FD
DT3-1872,DT3,1872,1B,6,30,SARH,Duplex Villa,DT3,14,28.8,-14.8,lt35,<M35,#93C5FD
DT3-1878,DT3,1878,1B,6,31,SARH,Duplex Villa,DT3,15.2,39.6,-24.4,lt35,<M35,#93C5FD
DT3-1729,DT3,1729,1B,11,59,SARH,Duplex Villa,DT3,13.4,3.6,9.8,lt35,<M35,#93C5FD
DT3-1794,DT3,1794,1B,9,47,SARH,Duplex Villa,DT3,14.2,14.9,-0.7,lt35,<M35,#93C5FD
DT3-1716,DT3,1716,1B,11,56,SARH,Duplex Villa,DT3,15.3,20.8,-5.5,lt35,<M35,#93C5FD
DT3-1636,DT3,1636,1B,12,64,SARH,Duplex Villa,DT3,13.5,2.8,10.7,lt35,<M35,#93C5FD
DT3-1606,DT3,1606,1B,12,68,SARH,Duplex Villa,DT3,13.6,3.6,10,lt35,<M35,#93C5FD
DT3-1622,DT3,1622,1B,12,64,SARH,Duplex Villa,DT3,13.5,2.8,10.7,lt35,<M35,#93C5FD
DT3-1786,DT3,1786,1B,8,42,SARH,Duplex Villa,DT3,12.5,13.7,-1.2,lt35,<M35,#93C5FD
DT3-1776,DT3,1776,1B,8,41,SARH,Duplex Villa,DT3,13.7,13.5,0.2,lt35,<M35,#93C5FD
DT3-1577,DT3,1577,1B,11,58,SARH,Duplex Villa,DT3,15.2,7.5,7.7,lt35,<M35,#93C5FD
DT3-1914,DT3,1914,1B,7,37,SARH,Duplex Villa,DT3,53.3,35.4,17.9,ms50,M50,#FACC15
DT3-1800,DT3,1800,1B,9,48,SARH,Duplex Villa,DT3,12.6,12.1,0.5,lt35,<M35,#93C5FD
DT3-1608,DT3,1608,1B,12,68,SARH,Duplex Villa,DT3,13.6,3.6,10,lt35,<M35,#93C5FD
DT3-1752,DT3,1752,1B,6,29,SARH,Duplex Villa,DT3,14.1,48.9,-34.8,lt35,<M35,#93C5FD
DT3-1759,DT3,1759,1B,6,29,SARH,Duplex Villa,DT3,15.2,48.9,-33.7,lt35,<M35,#93C5FD
DT3-1817,DT3,1817,1B,6,34,SARH,Duplex Villa,DT3,13.8,24.5,-10.7,lt35,<M35,#93C5FD
DT3-1927,DT3,1927,1B,9,45,SARH,Duplex Villa,DT3,14.3,12.5,1.8,lt35,<M35,#93C5FD
DT3-1935,DT3,1935,1B,9,45,SARH,Duplex Villa,DT3,14.3,12.5,1.8,lt35,<M35,#93C5FD
DT3-1785,DT3,1785,1B,8,42,SARH,Duplex Villa,DT3,12.4,13.7,-1.3,lt35,<M35,#93C5FD
DT3-1675,DT3,1675,1B,11,60,SARH,Duplex Villa,DT3,14.4,5,9.4,lt35,<M35,#93C5FD
DT3-1688,DT3,1688,1B,10,51,SARH,Duplex Villa,DT3,15.2,15.2,0,lt35,<M35,#93C5FD
DT3-1928,DT3,1928,1B,9,45,SARH,Duplex Villa,DT3,14.3,12.5,1.8,lt35,<M35,#93C5FD
DT3-1628,DT3,1628,1B,12,64,SARH,Duplex Villa,DT3,13.5,2.8,10.7,lt35,<M35,#93C5FD
DT3-1643,DT3,1643,1B,12,64,SARH,Duplex Villa,DT3,13.5,2.8,10.7,lt35,<M35,#93C5FD
