code,model,plot,zone,batch,block,contractor,unitType,typology,actual,planned,variance,band,label,color
TH3-2088,TH3,2088,1A,3,12,SARH,Townhouse,TH3,47.8,52.8,-5,ms35,M35,#3B82F6
TH3-2076,TH3,2076,1A,3,12,SARH,Townhouse,TH3,49,52.8,-3.8,ms35,M35,#3B82F6
TH3-2018,TH3,2018,1A,5,26,SARH,Townhouse,TH3,47.4,51.9,-4.5,ms35,M35,#3B82F6
TH3-2071,TH3,2071,1A,3,12,SARH,Townhouse,TH3,49.4,52.8,-3.4,ms35,M35,#3B82F6
TH3-2087,TH3,2087,1A,3,12,SARH,Townhouse,TH3,48,52.8,-4.8,ms35,M35,#3B82F6
TH1-2189,TH1,2189,1A,5,25,SARH,Townhouse,TH1,49.4,54,-4.6,ms35,M35,#3B82F6
TH1-2188,TH1,2188,1A,5,25,SARH,Townhouse,TH1,49.5,54,-4.5,ms35,M35,#3B82F6
TH1-2177,TH1,2177,1A,5,25,SARH,Townhouse,TH1-IM,49.8,54,-4.2,ms35,M35,#3B82F6
TH1-2176,TH1,2176,1A,5,25,SARH,Townhouse,TH1-IM,50.4,54,-3.6,ms50,M50,#FACC15
DT1-2228,DT1,2228,1A,2,7,SARH,Duplex Villa,DT1,45.6,41.3,4.3,ms35,M35,#3B82F6
DT1-2106,DT1,2106,1A,5,27,SARH,Duplex Villa,DT1,13.8,29.6,-15.8,lt35,<M35,#93C5FD
TH1-2084,TH1,2084,1A,3,12,SARH,Townhouse,TH1,50.8,54.4,-3.6,ms50,M50,#FACC15
DT1-2138,DT1,2138,1A,4,21,SARH,Duplex Villa,DT1,13.5,35.8,-22.3,lt35,<M35,#93C5FD
DT1-2186,DT1,2186,1A,5,25,SARH,Duplex Villa,DT1,13.5,28.3,-14.8,lt35,<M35,#93C5FD
DT1-2199,DT1,2199,1A,2,8,SARH,Duplex Villa,DT1,41.2,45.5,-4.3,ms35,M35,#3B82F6
DT1-2114,DT1,2114,1A,5,27,SARH,Duplex Villa,DT1,14.9,29.6,-14.7,lt35,<M35,#93C5FD
DT1-2010,DT1,2010,1A,5,28,SARH,Duplex Villa,DT1,17.5,18.2,-0.7,lt35,<M35,#93C5FD
DT1-2095,DT1,2095,1A,4,16,SARH,Duplex Villa,DT1,25.3,33.6,-8.3,lt35,<M35,#93C5FD
DT1-2107,DT1,2107,1A,5,27,SARH,Duplex Villa,DT1,13.8,29.8,-16,lt35,<M35,#93C5FD
DT1-2211,DT1,2211,1A,2,7,SARH,Duplex Villa,DT1,48.4,41.5,6.9,ms35,M35,#3B82F6
DT1-1988,DT1,1988,1A,3,15,SARH,Duplex Villa,DT1,32.3,42.9,-10.6,lt35,<M35,#93C5FD
DT1-2139,DT1,2139,1A,4,21,SARH,Duplex Villa,DT1,13.6,36,-22.4,lt35,<M35,#93C5FD
DT1-1989,DT1,1989,1A,3,15,SARH,Duplex Villa,DT1,32.1,42.7,-10.6,lt35,<M35,#93C5FD
DT1-2277,DT1,2277,1A,1,2,SARH,Duplex Villa,DT1,52.8,64.3,-11.5,ms50,M50,#FACC15
DT1-2200,DT1,2200,1A,2,8,SARH,Duplex Villa,DT1,41.5,45.7,-4.2,ms35,M35,#3B82F6
DT1-2210,DT1,2210,1A,2,7,SARH,Duplex Villa,DT1,48.1,41.3,6.8,ms35,M35,#3B82F6
DT1-2060,DT1,2060,1A,3,14,SARH,Duplex Villa,DT1,32.1,19.1,13,lt35,<M35,#93C5FD
DT1-2133,DT1,2133,1A,4,21,SARH,Duplex Villa,DT1,14.4,36,-21.6,lt35,<M35,#93C5FD
TH1-2234,TH1,2234,1A,2,6,SARH,Townhouse,TH1,50.6,55.8,-5.2,ms50,M50,#FACC15
DT1-2132,DT1,2132,1A,4,21,SARH,Duplex Villa,DT1,14.3,35.8,-21.5,lt35,<M35,#93C5FD
DT1-2185,DT1,2185,1A,5,25,SARH,Duplex Villa,DT1,13.4,28.2,-14.8,lt35,<M35,#93C5FD
DT1-2229,DT1,2229,1A,2,7,SARH,Duplex Villa,DT1,45.8,41.5,4.3,ms35,M35,#3B82F6
DT1-2063,DT1,2063,1A,3,13,SARH,Duplex Villa,DT1,33,28.1,4.9,lt35,<M35,#93C5FD
DT1-2115,DT1,2115,1A,5,27,SARH,Duplex Villa,DT1,15,29.8,-14.8,lt35,<M35,#93C5FD
DT1-2122,DT1,2122,1A,4,16,SARH,Duplex Villa,DT1,17.1,33.8,-16.7,lt35,<M35,#93C5FD
DT1-2009,DT1,2009,1A,5,28,SARH,Duplex Villa,DT1,17.6,18.3,-0.7,lt35,<M35,#93C5FD
DT1-2215,DT1,2215,1A,2,9,SARH,Duplex Villa,DT1,48.7,26.2,22.5,ms35,M35,#3B82F6
DT1-2214,DT1,2214,1A,2,9,SARH,Duplex Villa,DT1,48.8,26.1,22.7,ms35,M35,#3B82F6
DT1-2276,DT1,2276,1A,1,2,SARH,Duplex Villa,DT1,52.1,64,-11.9,ms50,M50,#FACC15
DT1-2064,DT1,2064,1A,3,13,SARH,Duplex Villa,DT1,33.2,28.3,4.9,lt35,<M35,#93C5FD
DT1-2096,DT1,2096,1A,4,16,SARH,Duplex Villa,DT1,25.4,33.8,-8.4,lt35,<M35,#93C5FD
DT1-2121,DT1,2121,1A,4,16,SARH,Duplex Villa,DT1,17,33.6,-16.6,lt35,<M35,#93C5FD
DT1-2059,DT1,2059,1A,3,14,SARH,Duplex Villa,DT1,33,19.2,13.8,lt35,<M35,#93C5FD
DT3-2054,DT3,2054,1A,3,11,SARH,Duplex Villa,DT3,24.4,51.6,-27.2,lt35,<M35,#93C5FD
DT3-2180,DT3,2180,1A,5,25,SARH,Duplex Villa,DT3,13.6,28.2,-14.6,lt35,<M35,#93C5FD
DT3-2253,DT3,2253,1A,1,5,SARH,Duplex Villa,DT3,49,30.9,18.1,ms35,M35,#3B82F6
DT3-2252,DT3,2252,1A,1,5,SARH,Duplex Villa,DT3,48.5,30.9,17.6,ms35,M35,#3B82F6
DT3-2192,DT3,2192,1A,5,25,SARH,Duplex Villa,DT3,13.6,28.2,-14.6,lt35,<M35,#93C5FD
DT3-2068,DT3,2068,1A,3,13,SARH,Duplex Villa,DT3,19.9,28.2,-8.3,lt35,<M35,#93C5FD
DT3-1999,DT3,1999,1A,3,15,SARH,Duplex Villa,DT3,16.1,42.3,-26.2,lt35,<M35,#93C5FD
DT3-2285,DT3,2285,1A,1,4,SARH,Duplex Villa,DT3,47.9,41.6,6.3,ms35,M35,#3B82F6
DT3-2222,DT3,2222,1A,2,9,SARH,Duplex Villa,DT3,46,26.2,19.8,ms35,M35,#3B82F6
DT3-2157,DT3,2157,1A,4,22,SARH,Duplex Villa,DT3,16.8,15.2,1.6,lt35,<M35,#93C5FD
DT3-2227,DT3,2227,1A,2,7,SARH,Duplex Villa,DT3,32.5,41,-8.5,lt35,<M35,#93C5FD
DT3-2145,DT3,2145,1A,4,17,SARH,Duplex Villa,DT3,13.6,27,-13.4,lt35,<M35,#93C5FD
DT3-2021,DT3,2021,1A,5,26,SARH,Duplex Villa,DT3,16.4,14.5,1.9,lt35,<M35,#93C5FD
DT3-2261,DT3,2261,1A,1,3,SARH,Duplex Villa,DT3,53.3,50.4,2.9,ms50,M50,#FACC15
